,dataset_size,nmad,sigma_3,sigma_5,mean_res,max_res
0,1859.0,0.16036740726143528,31.60453808752026,22.20421393841167,0.01640418601333659,0.04455672425400855
0,1673.0,0.18138619614616597,35.9349593495935,24.390243902439025,0.016936988340711653,0.047186056198987844
0,1487.0,0.150211484534801,36.790923824959485,26.580226904376016,0.01636340844815436,0.04691026189732621
0,1301.0,0.15987391036793006,35.980551053484604,25.283630470016206,0.020060269214861787,0.04804518662570894
0,1115.0,0.17335132539844011,29.821717990275527,23.500810372771475,0.013506852146339803,0.03499235843654644
0,929.0,0.1759060452055153,32.57698541329012,23.9870340356564,0.01585751914080825,0.039387934136310726
0,743.0,0.1788975846865643,29.17341977309562,22.042139384116695,0.014504443412940594,0.035429009446831666
0,557.0,0.1622456770506382,27.15447154471545,19.83739837398374,0.014690236648214706,0.036489592624642866
0,371.0,0.19727295883428986,34.0356564019449,23.66288492706645,0.024740580640743623,0.06457885728681438
0,185.0,0.17990593787322484,37.33766233766234,27.110389610389614,0.028320111203640853,0.07497693437178257
0,1859.0,0.1688439197682752,32.57698541329012,22.042139384116695,0.01615091071640976,0.041873798113979954
0,1673.0,0.18032414797271695,32.84552845528455,24.715447154471544,0.01730711734181701,0.048513386779774334
0,1487.0,0.15233761221581646,35.008103727714754,26.904376012965965,0.016234102861605454,0.05083129033473126
0,1301.0,0.1559376290402271,35.008103727714754,25.60777957860616,0.019731458543962906,0.04888120522620895
0,1115.0,0.17848371916714492,30.79416531604538,23.9870340356564,0.013579993207374443,0.03607094946808774
0,929.0,0.16926797103829488,33.71150729335494,24.311183144246353,0.015264079490475584,0.03725871052664085
0,743.0,0.17258333454068422,28.687196110210696,21.88006482982172,0.014036614958787176,0.03634701660182003
0,557.0,0.1744294806872184,30.30794165316045,22.366288492706644,0.0170904508281846,0.04015147350131091
0,371.0,0.19203796393156003,33.71150729335494,23.176661264181522,0.023867510955475183,0.0628406817123321
0,185.0,0.18244079407194747,37.98701298701299,26.785714285714285,0.028173547808074545,0.07470991962479061
0,1859.0,0.16036740726143528,31.60453808752026,22.20421393841167,0.01640418601333659,0.04455672425400855
0,1673.0,0.17243664089294872,33.65853658536586,24.715447154471544,0.01784924883034178,0.04758178231289418
0,1487.0,0.15528575459447186,36.95299837925446,28.200972447325768,0.015889428288011563,0.04783639457268662
0,1301.0,0.1600688759707202,32.57698541329012,21.88006482982172,0.019669395406592002,0.05408072505532961
0,1115.0,0.177432946445927,30.357142857142854,23.376623376623375,0.012918157536811432,0.03447336009739118
0,929.0,0.17157946618351494,33.38735818476499,24.635332252836303,0.015979432092450556,0.03984732258692738
0,743.0,0.16955885965967457,28.687196110210696,21.39384116693679,0.014080119985448681,0.03492187091498807
0,557.0,0.1568092435871057,28.084415584415584,19.642857142857142,0.01578140041313628,0.03614691712486399
0,371.0,0.188694875286981,31.92868719611021,21.88006482982172,0.02342896710860855,0.05423975429863825
0,185.0,0.1812611997776369,37.33766233766234,26.2987012987013,0.028100791554460797,0.07193580426448215
0,1859.0,0.16151161146366097,30.956239870340358,22.042139384116695,0.01657166388661082,0.043866027099249985
0,1673.0,0.17123425136579817,33.27922077922078,24.350649350649352,0.0168034190666884,0.046956511147379004
0,1487.0,0.15147614189978004,36.6288492706645,27.71474878444084,0.016012227828402815,0.04526176720515353
0,1301.0,0.1586276079543236,31.280388978930308,21.71799027552674,0.018266412238551254,0.0476343125523585
0,1115.0,0.1759967436930946,31.655844155844154,23.863636363636363,0.013000542013922783,0.03423699874408428
0,929.0,0.17005289595917517,33.06320907617504,23.014586709886547,0.016062980338006645,0.03961265662746626
0,743.0,0.17724667757686055,29.497568881685577,21.231766612641813,0.014069047774492555,0.03556871427465991
0,557.0,0.16653794457356635,29.22077922077922,21.915584415584416,0.01785597731082132,0.042778114334137855
0,371.0,0.19279344407902854,33.873581847649916,24.149108589951375,0.024813930540656,0.06400999096362861
0,185.0,0.1804339232054122,37.33766233766234,26.785714285714285,0.027542724513150377,0.07212947129498007
0,1859.0,0.15939379555153305,31.280388978930308,22.042139384116695,0.016473745829480347,0.04402994295655653
0,1673.0,0.17123425136579817,33.27922077922078,24.350649350649352,0.0168034190666884,0.046956511147379004
0,1487.0,0.15493253989514919,36.466774716369535,27.71474878444084,0.015587605226252832,0.04450433447402735
0,1301.0,0.1567961504092942,35.980551053484604,25.76985413290113,0.018718708487795225,0.048452437826191845
0,1115.0,0.17807610176120098,30.032467532467532,22.88961038961039,0.012926433758668894,0.033690431234785864
0,929.0,0.17568764789123403,33.71150729335494,23.66288492706645,0.016358072329193774,0.04186191946639704
0,743.0,0.1734659998568089,29.01134521880065,21.88006482982172,0.0138801754874551,0.0340515711976554
0,557.0,0.15800084164839476,27.110389610389614,19.805194805194805,0.01526902487369025,0.03991164439277285
0,371.0,0.1923287601058545,33.54943273905997,23.66288492706645,0.024108522796081763,0.06097063861457963
0,185.0,0.182110038156184,38.311688311688314,27.27272727272727,0.02809746119631812,0.0721397893215112
0,1859.0,0.16151144252455407,29.821717990275527,22.52836304700162,0.016729836954355592,0.044731829781671235
0,1673.0,0.18311834011286734,33.00813008130081,24.227642276422763,0.01765034953885566,0.04967425912258029
0,1487.0,0.1511845824515244,35.81847649918963,27.71474878444084,0.015666257118338654,0.046706200293488945
0,1301.0,0.15896891485091763,36.14262560777958,23.500810372771475,0.019392929598312406,0.0471008204515561
0,1115.0,0.17529668380275432,29.707792207792206,22.727272727272727,0.012792562409085552,0.03325534534217953
0,929.0,0.17568764789123403,33.71150729335494,23.66288492706645,0.016358072329193774,0.04186191946639704
0,743.0,0.17929276001858005,29.17341977309562,21.231766612641813,0.013959531683861335,0.03474626721299487
0,557.0,0.174794640404018,30.14586709886548,21.88006482982172,0.015740826049399203,0.03756803345348264
0,371.0,0.18989700047455552,33.873581847649916,23.3387358184765,0.024173620469068638,0.05692515449268545
0,185.0,0.18065107701249597,37.66233766233766,27.110389610389614,0.02755643583761427,0.07362884890634853
0,1859.0,0.16281014066151972,30.79416531604538,22.690437601296594,0.015734793326554298,0.04046666630914584
0,1673.0,0.16691634418530932,33.27922077922078,23.7012987012987,0.016250082296074487,0.04730861701250708
0,1487.0,0.1545890785348734,38.249594813614266,28.687196110210696,0.016491480879131923,0.04644546397723594
0,1301.0,0.16459585317243214,32.414910858995135,22.690437601296594,0.01971384674009999,0.055730388881797314
0,1115.0,0.17312387720113345,30.357142857142854,23.53896103896104,0.012661802980430487,0.033508235376596515
0,929.0,0.17516198824653992,32.57698541329012,21.88006482982172,0.01644713344977963,0.04257769397223222
0,743.0,0.17929276001858005,29.17341977309562,21.231766612641813,0.013959531683861335,0.03474626721299487
0,557.0,0.17555936438915742,30.47001620745543,22.20421393841167,0.015838580054655674,0.03774328513400048
0,371.0,0.18979473882777995,34.57792207792208,25.324675324675322,0.02534053952198494,0.058243509737955154
0,185.0,0.1843964891179001,36.85064935064935,26.623376623376622,0.027375625186109243,0.07360551212613435
0,1859.0,0.16354658738190006,29.497568881685577,21.71799027552674,0.016139380718507415,0.044921860065393796
0,1673.0,0.16381086081962265,34.57792207792208,23.7012987012987,0.01677319794236228,0.04578637438570552
0,1487.0,0.15568573546823916,35.49432739059968,27.55267423014587,0.015958054810139375,0.04936039765307918
0,1301.0,0.16459585317243214,32.414910858995135,22.690437601296594,0.01971384674009999,0.055730388881797314
0,1115.0,0.17714874725982702,30.844155844155846,24.350649350649352,0.01316718311800742,0.03636783464389801
0,929.0,0.17227964385657504,32.57698541329012,22.52836304700162,0.016274260322574476,0.04233652748264056
0,743.0,0.1708686430552605,28.84927066450567,22.042139384116695,0.01423601220556758,0.03629162764397366
0,557.0,0.1725750085763544,29.497568881685577,21.06969205834684,0.016262060249867868,0.03963580652401444
0,371.0,0.19522203942807423,34.74025974025974,26.136363636363637,0.02570826342448952,0.05792224654590164
0,185.0,0.1843964891179001,36.85064935064935,26.623376623376622,0.027375625186109243,0.07360551212613435
0,1859.0,0.16354658738190006,29.497568881685577,21.71799027552674,0.016139380718507415,0.044921860065393796
0,1673.0,0.16381086081962265,34.57792207792208,23.7012987012987,0.01677319794236228,0.04578637438570552
0,1487.0,0.1539674436123389,37.27714748784441,28.200972447325768,0.015678162968657525,0.0444078169057584
0,1301.0,0.15635575361928755,32.25283630470016,24.149108589951375,0.019254216819918766,0.04888346086047144
0,1115.0,0.17543224736764138,30.844155844155846,23.7012987012987,0.013007674760016082,0.03501702020409614
0,929.0,0.17268194377583368,33.38735818476499,22.690437601296594,0.016160407097633285,0.040047114879089594
0,743.0,0.1708686430552605,28.84927066450567,22.042139384116695,0.01423601220556758,0.03629162764397366
0,557.0,0.1725750085763544,29.497568881685577,21.06969205834684,0.016262060249867868,0.03963580652401444
0,371.0,0.1929088882378863,34.57792207792208,25.324675324675322,0.024971650162337673,0.058759531077603316
0,185.0,0.18243912397326428,37.66233766233766,26.785714285714285,0.028036057452347597,0.07333187256731506
0,1859.0,0.16354658738190006,29.497568881685577,21.71799027552674,0.016139380718507415,0.044921860065393796
0,1673.0,0.16381086081962265,34.57792207792208,23.7012987012987,0.01677319794236228,0.04578637438570552
0,1487.0,0.1518487339281296,36.6288492706645,28.200972447325768,0.015832305562219665,0.047545854576264875
0,1301.0,0.15718912847995392,35.49432739059968,25.283630470016206,0.019671967641729158,0.04853233187033072
0,1115.0,0.17714874725982702,30.844155844155846,24.350649350649352,0.01316718311800742,0.03636783464389801
0,929.0,0.17268194377583368,33.38735818476499,22.690437601296594,0.016160407097633285,0.040047114879089594
0,743.0,0.17601670042305664,28.84927066450567,22.20421393841167,0.014364023270674165,0.035935708288870986
0,557.0,0.16533028988783,29.05844155844156,19.967532467532468,0.015432351211478642,0.038946001617739506
0,371.0,0.1929088882378863,34.57792207792208,25.324675324675322,0.024971650162337673,0.058759531077603316
0,185.0,0.18184332382389165,37.33766233766234,26.2987012987013,0.028167416194146876,0.0735168226515393
0,1859.0,0.1659634261743184,31.60453808752026,22.366288492706644,0.017170327602444784,0.04474208213685472
0,1673.0,0.1812399586461321,33.983739837398375,24.878048780487806,0.017354497600925375,0.044878618393521905
0,1487.0,0.15182083574641056,36.790923824959485,27.876823338735818,0.01585436747972464,0.04763277019105354
0,1301.0,0.16023881371947063,34.35980551053485,25.93192868719611,0.01953166728886653,0.04987733746512223
0,1115.0,0.17835216932295958,31.006493506493506,24.18831168831169,0.013137490992494977,0.03673996046462831
0,929.0,0.17599705305035798,33.22528363047002,22.852512155591572,0.01612169153958727,0.040715231313897864
0,743.0,0.17601670042305664,28.84927066450567,22.20421393841167,0.014364023270674165,0.035935708288870986
0,557.0,0.16610657960671485,29.383116883116884,21.1038961038961,0.01572198061148421,0.040695287053238834
0,371.0,0.18633387846020172,35.22727272727273,25.649350649350648,0.026848645545356643,0.06231122999118278
0,185.0,0.18184332382389165,37.33766233766234,26.2987012987013,0.028167416194146876,0.0735168226515393
0,1859.0,0.1659634261743184,31.60453808752026,22.366288492706644,0.017170327602444784,0.04474208213685472
0,1673.0,0.16648374780319666,31.980519480519483,23.53896103896104,0.01862864132533999,0.0536842018327448
0,1487.0,0.15182083574641056,36.790923824959485,27.876823338735818,0.01585436747972464,0.04763277019105354
0,1301.0,0.16023881371947063,34.35980551053485,25.93192868719611,0.01953166728886653,0.04987733746512223
0,1115.0,0.17835216932295958,31.006493506493506,24.18831168831169,0.013137490992494977,0.03673996046462831
0,929.0,0.17599705305035798,33.22528363047002,22.852512155591572,0.01612169153958727,0.040715231313897864
0,743.0,0.17601670042305664,28.84927066450567,22.20421393841167,0.014364023270674165,0.035935708288870986
0,557.0,0.16610657960671485,29.383116883116884,21.1038961038961,0.01572198061148421,0.040695287053238834
0,371.0,0.18633387846020172,35.22727272727273,25.649350649350648,0.026848645545356643,0.06231122999118278
0,185.0,0.18184332382389165,37.33766233766234,26.2987012987013,0.028167416194146876,0.0735168226515393
0,1859.0,0.1583790163543359,30.63209076175041,22.042139384116695,0.01591665130116338,0.04381409474545812
0,1673.0,0.1812399586461321,33.983739837398375,24.878048780487806,0.017354497600925375,0.044878618393521905
0,1487.0,0.15182083574641056,36.790923824959485,27.876823338735818,0.01585436747972464,0.04763277019105354
0,1301.0,0.16023881371947063,34.35980551053485,25.93192868719611,0.01953166728886653,0.04987733746512223
0,1115.0,0.17835216932295958,31.006493506493506,24.18831168831169,0.013137490992494977,0.03673996046462831
0,929.0,0.17599705305035798,33.22528363047002,22.852512155591572,0.01612169153958727,0.040715231313897864
0,743.0,0.17601670042305664,28.84927066450567,22.20421393841167,0.014364023270674165,0.035935708288870986
0,557.0,0.16189921600994067,25.324675324675322,19.318181818181817,0.013941205554929675,0.032847790027792284
0,371.0,0.1869434011684778,34.74025974025974,25.811688311688314,0.027058809232699283,0.060598799588162715
0,185.0,0.18370955478979073,38.311688311688314,26.136363636363637,0.0280276440623372,0.07263615264366506
0,1859.0,0.16033896608545792,30.956239870340358,21.71799027552674,0.01683277708147061,0.04472786924711903
0,1673.0,0.16648374780319666,31.980519480519483,23.53896103896104,0.01862864132533999,0.0536842018327448
0,1487.0,0.1529959099673601,36.790923824959485,27.876823338735818,0.015918957128361676,0.048223795742517464
0,1301.0,0.16023881371947063,34.35980551053485,25.93192868719611,0.01953166728886653,0.04987733746512223
0,1115.0,0.17835216932295958,31.006493506493506,24.18831168831169,0.013137490992494977,0.03673996046462831
0,929.0,0.17599705305035798,33.22528363047002,22.852512155591572,0.01612169153958727,0.040715231313897864
0,743.0,0.17466939224223055,28.52512155591572,22.042139384116695,0.014668671355725717,0.035411939870539165
0,557.0,0.16610657960671485,29.383116883116884,21.1038961038961,0.01572198061148421,0.040695287053238834
0,371.0,0.1869434011684778,34.74025974025974,25.811688311688314,0.027058809232699283,0.060598799588162715
0,185.0,0.18184332382389165,37.33766233766234,26.2987012987013,0.028167416194146876,0.0735168226515393
0,1859.0,0.1659634261743184,31.60453808752026,22.366288492706644,0.017170327602444784,0.04474208213685472
0,1673.0,0.1812399586461321,33.983739837398375,24.878048780487806,0.017354497600925375,0.044878618393521905
0,1487.0,0.1529959099673601,36.790923824959485,27.876823338735818,0.015918957128361676,0.048223795742517464
0,1301.0,0.16132712441932612,35.332252836304704,26.094003241491087,0.01929302538262356,0.04725134443480868
